Jahr,Monat,Tag,Tagesdatum,Zweirad,Personenwagen,Lastwagen,Hr,RainDur,T,WVs,StrGlo,p,NO2,NO,NOx,O3,CO,PM10,SO2
2007,01,22,2007-01-22,,,,69.040,19.590,5.107,2.042,36.166,962.742,44.515,29.931,47.275,22.317,0.509,20.829,7.685
2007,01,23,2007-01-23,,,,79.536,199.940,1.701,4.126,9.693,950.231,24.907,11.116,21.936,35.460,0.355,12.950,3.353
2007,01,24,2007-01-24,,,,83.746,405.260,-3.468,2.118,15.185,951.769,35.478,9.633,26.276,20.494,0.377,15.914,6.680
2007,01,25,2007-01-25,,,,74.308,0.450,-4.198,2.662,33.338,962.721,38.890,16.645,33.683,24.352,0.465,21.457,7.870
2007,01,26,2007-01-26,,,,71.617,19.980,-3.907,1.512,37.936,970.232,47.756,20.617,41.503,20.555,0.490,26.141,10.187
2007,01,27,2007-01-27,,,,70.519,1.310,-0.789,2.053,34.975,977.148,35.816,6.061,23.588,36.117,0.411,21.785,6.680
2007,01,28,2007-01-28,,,,71.302,0.000,2.213,2.019,83.527,978.950,34.063,5.964,22.594,40.482,0.393,24.040,7.670
2007,01,29,2007-01-29,,,,65.951,3.780,3.339,1.415,84.695,973.855,49.383,28.766,48.885,30.242,0.615,28.968,9.805
2007,01,30,2007-01-30,,,,76.157,0.000,2.387,1.585,83.237,971.973,62.801,59.575,80.604,10.021,0.812,38.202,13.407
2007,01,31,2007-01-31,,,,84.645,0.000,0.867,1.090,21.600,972.049,56.782,34.945,57.710,7.724,0.633,49.034,9.199
2007,02,01,2007-02-01,,,,83.544,125.850,2.880,1.346,27.379,975.786,57.134,33.090,56.405,10.840,0.654,42.270,6.255
2007,02,02,2007-02-02,,,,78.880,0.000,4.135,1.121,51.284,978.045,48.511,38.742,56.430,14.136,0.670,39.998,6.121
2007,02,03,2007-02-03,,,,72.829,1.170,4.711,1.914,57.740,980.034,43.626,21.543,40.086,19.634,0.565,39.470,6.880
2007,02,04,2007-02-04,,,,69.031,0.000,3.533,2.081,94.816,976.409,35.554,12.468,28.588,32.075,0.438,22.277,7.567
2007,02,05,2007-02-05,,,,70.586,83.630,4.872,1.610,76.629,966.177,50.615,31.285,51.550,21.805,0.607,36.589,8.670
2007,02,06,2007-02-06,,,,87.178,1037.850,3.663,1.427,18.996,954.852,39.873,18.079,35.345,24.840,0.484,12.957,3.609
2007,02,07,2007-02-07,,,,81.147,264.460,4.633,1.937,29.005,949.227,45.727,25.032,43.982,15.878,0.568,20.475,6.064
2007,02,08,2007-02-08,,,,77.816,311.490,6.022,3.426,22.521,948.422,27.394,8.510,21.148,41.733,0.351,13.614,3.011
2007,02,09,2007-02-09,,,,73.336,0.000,6.035,1.505,94.199,954.478,54.617,44.160,63.965,26.920,0.691,19.683,7.914
2007,02,10,2007-02-10,,,,77.752,239.520,5.034,2.040,35.101,956.463,34.948,14.947,30.259,25.596,0.463,17.857,6.668
2007,02,11,2007-02-11,,,,75.119,167.740,7.066,3.590,37.890,956.848,16.461,2.592,10.685,50.862,0.289,13.060,3.357
2007,02,12,2007-02-12,,,,75.428,453.270,7.415,3.740,17.567,951.629,27.861,10.413,22.917,50.666,0.329,13.619,3.015
2007,02,13,2007-02-13,,,,71.446,176.390,6.362,4.457,45.814,960.510,16.398,3.174,11.120,58.093,0.278,8.303,1.794
2007,02,14,2007-02-14,,,,78.727,701.890,4.655,1.278,28.063,957.944,55.935,38.408,60.043,14.950,0.593,20.678,8.796
2007,02,15,2007-02-15,,,,72.942,212.870,7.664,1.376,88.044,969.028,45.168,23.925,42.801,20.365,0.511,18.905,6.589
2007,02,16,2007-02-16,,,,67.966,0.000,5.460,2.037,111.362,969.398,52.427,47.972,65.877,10.398,0.698,27.437,8.709
2007,02,17,2007-02-17,,,,75.470,0.000,3.873,1.752,85.673,964.786,44.420,23.737,42.259,9.210,0.590,35.855,8.678
2007,02,18,2007-02-18,,,,70.632,0.000,5.173,1.374,103.276,962.715,46.578,30.536,48.840,15.924,0.714,44.464,9.523
2007,02,19,2007-02-19,,,,69.317,0.000,8.013,0.704,102.205,961.793,68.987,60.826,84.842,15.088,0.866,45.813,12.650
2007,02,20,2007-02-20,,,,74.668,0.000,6.765,1.063,107.064,960.089,74.551,94.187,114.500,5.846,1.082,62.497,13.342
2007,02,21,2007-02-21,,,,59.059,0.000,8.303,1.220,114.509,962.450,52.038,46.822,64.751,30.149,0.669,43.311,8.459
2007,02,22,2007-02-22,,,,54.467,0.000,9.913,1.213,113.603,961.308,60.606,18.399,46.444,27.212,0.594,35.376,7.268
2007,02,23,2007-02-23,,,,58.873,0.000,9.968,1.683,93.719,959.620,55.971,20.399,45.623,31.385,0.598,42.210,7.187
2007,02,24,2007-02-24,,,,68.826,124.930,7.918,2.677,53.005,956.961,31.918,6.437,21.851,48.903,0.396,22.788,4.014
2007,02,25,2007-02-25,,,,70.809,206.080,7.052,3.597,24.177,954.174,15.665,1.933,9.743,69.238,0.266,6.588,1.971
2007,02,26,2007-02-26,,,,80.351,541.560,6.000,3.886,37.474,960.063,17.922,3.190,11.929,57.522,0.275,7.078,1.041
2007,02,27,2007-02-27,,,,66.675,174.910,6.301,3.499,56.303,966.609,21.913,3.410,14.192,56.011,0.292,12.728,1.635
2007,02,28,2007-02-28,,,,71.365,186.620,9.904,5.248,62.242,957.732,15.825,2.550,10.320,59.012,0.251,7.777,1.085
2007,03,01,2007-03-01,,,,66.169,467.560,9.352,5.482,24.916,953.001,14.470,2.329,9.435,69.362,0.254,9.445,0.981
2007,03,02,2007-03-02,,,,75.418,627.520,7.065,2.582,75.126,957.922,29.648,7.629,21.620,53.261,0.367,9.601,2.754
2007,03,03,2007-03-03,,,,72.888,472.740,9.557,3.960,60.461,959.824,15.325,2.362,9.908,64.987,0.275,6.800,1.538
2007,03,04,2007-03-04,,,,62.023,0.000,9.491,1.245,140.985,967.438,40.470,11.411,30.312,41.304,0.441,14.783,5.765
2007,03,05,2007-03-05,,,,70.767,211.650,8.155,1.764,28.676,969.093,52.866,29.320,51.152,27.268,0.566,18.573,7.287
2007,03,06,2007-03-06,,,,71.897,1.580,7.366,1.427,120.697,965.871,56.833,52.299,71.652,15.522,0.700,27.365,7.110
2007,03,07,2007-03-07,,,,79.693,503.350,8.533,1.530,46.578,956.606,64.849,40.333,66.247,22.322,0.593,20.994,4.578
2007,03,08,2007-03-08,,,,69.922,52.550,8.753,1.512,67.567,967.769,51.065,21.394,43.858,23.231,0.547,23.836,5.932
2007,03,09,2007-03-09,,,,65.854,40.620,7.452,1.487,134.464,976.735,40.538,21.430,38.380,37.331,0.450,26.629,6.638
2007,03,10,2007-03-10,,,,64.121,399.960,6.233,1.715,108.416,983.643,25.206,6.350,18.271,55.268,0.366,14.262,3.468
2007,03,11,2007-03-11,,,,56.965,0.000,5.763,2.592,156.395,981.269,32.093,8.319,23.451,45.105,0.417,18.333,6.060
2007,03,12,2007-03-12,,,,58.220,0.000,7.528,0.920,156.077,975.498,63.790,40.299,65.667,26.267,0.686,30.903,9.827
2007,03,13,2007-03-13,,,,57.331,0.000,9.658,0.680,155.398,976.640,79.801,77.330,103.729,19.316,0.959,39.203,11.133
2007,03,14,2007-03-14,,,,57.953,0.000,10.629,1.901,147.925,979.150,73.513,45.156,74.645,29.043,0.768,46.194,8.640
2007,03,15,2007-03-15,,,,65.344,0.000,10.490,1.374,141.509,976.133,72.268,36.962,67.425,25.464,0.754,74.179,6.851
2007,03,16,2007-03-16,,,,64.892,0.000,10.695,0.911,142.186,973.842,79.005,58.875,88.517,26.691,0.913,79.973,8.611
2007,03,17,2007-03-17,,,,61.563,0.000,9.419,1.725,123.565,974.041,47.409,7.376,30.704,49.119,0.464,45.268,4.924
2007,03,18,2007-03-18,,,,67.443,319.920,9.014,4.356,134.363,961.378,23.797,2.365,14.340,69.635,0.306,21.301,2.400
2007,03,19,2007-03-19,,,,75.955,572.010,3.766,2.899,100.610,944.975,24.285,4.047,15.944,66.713,0.281,8.109,1.828
2007,03,20,2007-03-20,,,,74.669,425.920,2.427,2.436,71.305,946.996,38.865,11.340,29.416,41.151,0.400,18.527,3.422
2007,03,21,2007-03-21,,,,72.907,270.540,2.705,1.570,121.524,954.991,38.988,10.383,28.713,40.725,0.399,17.774,3.843
2007,03,22,2007-03-22,,,,75.095,277.370,2.208,2.640,74.654,959.834,29.538,4.255,18.857,48.212,0.340,18.908,3.027
2007,03,23,2007-03-23,,,,88.440,1030.820,1.472,2.474,48.880,956.937,32.857,8.667,24.132,44.832,0.383,11.344,2.565
2007,03,24,2007-03-24,,,,81.250,296.630,2.801,1.095,94.003,957.262,42.310,9.498,29.740,32.202,0.492,17.044,5.895
2007,03,25,2007-03-25,,,,72.720,0.000,4.940,1.752,93.426,962.159,38.429,10.417,28.449,34.822,0.524,21.123,6.358
2007,03,26,2007-03-26,,,,65.248,0.000,7.826,1.869,184.148,964.695,65.510,35.116,62.411,27.537,0.684,30.370,8.325
2007,03,27,2007-03-27,,,,59.614,0.000,9.055,0.985,152.982,964.652,69.977,38.448,67.419,38.576,0.707,46.086,9.910
2007,03,28,2007-03-28,,,,58.589,1.420,9.365,1.106,154.992,964.248,68.412,33.766,62.845,37.047,0.673,34.789,9.248
2007,03,29,2007-03-29,,,,62.038,52.230,9.531,1.237,126.605,963.578,60.015,27.107,53.119,50.128,0.586,32.311,6.862
2007,03,30,2007-03-30,,,,61.163,125.570,9.418,1.905,159.845,959.139,50.149,19.937,42.208,58.248,0.522,26.363,4.842
2007,03,31,2007-03-31,,,,73.195,198.550,5.644,1.581,118.829,964.185,28.047,5.194,18.831,71.224,0.357,10.336,3.273
2007,04,01,2007-04-01,,,,69.615,0.000,8.744,1.484,156.867,970.542,45.593,12.550,33.905,35.777,0.540,32.113,6.774
2007,04,02,2007-04-02,,,,57.283,0.000,11.656,1.232,191.210,971.009,66.756,42.336,68.851,35.053,0.752,32.863,7.490
2007,04,03,2007-04-03,,,,60.513,132.070,10.560,1.490,109.449,961.696,59.076,34.619,58.647,45.295,0.632,34.639,7.272
2007,04,04,2007-04-04,,,,79.940,477.550,5.856,2.695,22.005,960.657,29.371,12.002,24.980,50.742,0.407,26.513,2.305
2007,04,05,2007-04-05,,,,62.183,0.000,8.228,2.470,165.419,966.779,39.055,15.559,32.897,47.590,0.493,38.621,4.434
2007,04,06,2007-04-06,,,,52.582,0.000,11.258,1.752,205.138,969.110,40.932,11.741,30.817,43.272,0.467,24.482,7.171
2007,04,07,2007-04-07,,,,54.839,0.000,13.355,1.244,199.241,969.075,37.928,20.828,36.533,54.049,0.452,22.600,5.774
2007,04,08,2007-04-08,,,,58.219,0.000,11.606,2.548,145.080,970.543,22.772,3.780,14.940,70.094,0.348,35.315,3.078
2007,04,09,2007-04-09,,,,55.902,0.000,13.062,1.198,197.218,968.999,37.440,5.698,24.148,55.659,0.434,29.170,5.243
2007,04,10,2007-04-10,,,,46.211,0.000,14.823,1.371,210.258,969.732,48.272,22.117,42.974,59.956,0.490,25.395,5.023
2007,04,11,2007-04-11,,,,48.935,0.000,15.277,2.450,208.386,970.042,43.437,14.519,34.355,70.981,0.446,34.003,3.925
2007,04,12,2007-04-12,,,,48.483,0.000,16.967,1.570,204.820,968.552,56.074,18.197,43.913,61.942,0.528,35.348,4.665
2007,04,13,2007-04-13,,,,44.009,0.000,18.505,1.494,202.109,966.462,65.175,25.073,54.183,54.574,0.635,37.227,3.688
2007,04,14,2007-04-14,,,,41.346,0.000,19.135,1.509,215.697,967.963,47.008,12.191,34.356,62.651,0.512,28.767,3.455
2007,04,15,2007-04-15,,,,43.154,0.000,19.188,1.800,217.841,969.700,36.932,6.742,24.718,72.669,0.441,26.348,3.758
2007,04,16,2007-04-16,,,,40.988,0.000,18.050,1.970,218.356,968.585,43.069,14.959,34.514,69.564,0.425,23.795,4.319
2007,04,17,2007-04-17,,,,40.377,0.000,17.992,1.019,221.411,967.065,56.714,24.982,49.686,51.489,0.578,26.300,4.090
2007,04,18,2007-04-18,,,,55.388,0.000,14.875,1.987,123.557,968.812,45.261,15.468,36.070,44.990,0.473,45.857,3.317
2007,04,19,2007-04-19,,,,48.097,0.000,13.397,2.025,219.515,967.235,49.670,14.676,37.741,55.655,0.472,34.639,3.305
2007,04,20,2007-04-20,,,,46.311,0.000,15.063,1.551,223.356,966.741,59.813,26.939,52.877,59.506,0.564,35.933,4.870
2007,04,21,2007-04-21,,,,42.933,0.000,16.000,1.264,226.493,967.905,39.930,6.469,26.068,77.877,0.435,28.137,3.666
2007,04,22,2007-04-22,,,,45.141,0.000,17.556,0.878,225.861,970.205,37.267,4.480,23.080,87.803,0.426,26.896,4.445
2007,04,23,2007-04-23,,,,44.685,0.000,19.183,1.176,225.921,971.791,51.070,10.354,35.006,73.477,0.471,32.005,2.704
2007,04,24,2007-04-24,,,,44.395,0.000,20.016,1.229,215.412,968.935,48.476,13.545,36.210,78.805,0.426,35.810,2.263
2007,04,25,2007-04-25,,,,47.696,0.000,20.076,2.380,223.382,964.828,43.318,18.302,37.325,78.967,0.430,30.581,2.227
2007,04,26,2007-04-26,,,,42.190,0.000,19.391,1.673,230.206,965.455,43.650,11.680,32.190,78.453,0.428,26.794,2.184
2007,04,27,2007-04-27,,,,55.665,45.230,18.955,1.267,158.764,969.119,43.918,7.430,28.923,85.560,0.432,30.361,1.763
2007,04,28,2007-04-28,,,,55.400,0.000,19.228,1.020,209.259,969.819,34.099,6.723,23.222,93.132,0.360,23.513,1.753
2007,04,29,2007-04-29,,,,47.377,0.000,20.478,1.449,222.014,964.670,21.249,2.652,13.237,117.864,0.315,27.691,1.916
2007,04,30,2007-04-30,,,,50.306,0.000,17.265,2.379,205.965,960.386,24.904,6.449,18.195,94.998,0.335,24.773,1.840
2007,05,01,2007-05-01,,,,38.774,0.000,15.763,2.442,235.369,960.057,15.737,3.507,11.041,97.828,0.288,19.567,2.302
2007,05,02,2007-05-02,,,,51.624,64.080,14.694,2.986,185.718,958.792,28.803,7.883,21.382,73.547,0.337,23.914,2.179
2007,05,03,2007-05-03,,,,59.878,4.950,14.620,1.360,183.056,960.133,35.197,9.669,26.159,72.014,0.368,18.100,1.796
2007,05,04,2007-05-04,,,,69.045,300.470,13.815,1.862,105.447,955.044,45.339,15.816,36.389,56.640,0.449,26.458,2.487
2007,05,05,2007-05-05,,,,89.104,1075.560,12.618,1.153,28.453,956.600,31.358,5.600,20.887,45.161,0.375,17.046,1.593
2007,05,06,2007-05-06,,,,76.368,190.950,13.659,1.700,117.425,965.394,23.015,3.392,14.755,66.481,0.350,20.236,2.673
2007,05,07,2007-05-07,,,,65.630,65.120,14.605,2.270,85.729,968.826,30.270,4.649,19.556,56.908,0.331,31.426,2.233
2007,05,08,2007-05-08,,,,68.807,290.080,15.837,5.785,146.500,967.925,10.098,2.710,7.453,51.210,0.194,13.989,0.582
2007,05,09,2007-05-09,,,,62.428,150.950,16.425,4.422,143.341,969.602,12.029,2.585,8.362,52.375,0.197,10.380,1.093
2007,05,10,2007-05-10,,,,45.337,0.000,18.428,2.793,217.040,966.959,27.933,8.828,21.685,70.127,0.304,31.473,1.750
2007,05,11,2007-05-11,,,,50.999,46.840,18.239,3.545,203.639,962.012,19.899,3.554,13.255,70.810,0.246,19.430,1.446
2007,05,12,2007-05-12,,,,52.562,70.360,18.400,4.157,240.365,963.847,13.445,2.381,8.939,71.987,0.238,19.316,1.075
2007,05,13,2007-05-13,,,,49.157,0.000,20.052,1.851,235.657,959.848,28.237,5.114,18.865,62.901,0.365,16.760,2.325
2007,05,14,2007-05-14,,,,67.522,335.270,16.253,2.295,144.322,960.462,23.012,6.101,16.925,67.470,0.273,21.992,1.451
2007,05,15,2007-05-15,,,,70.665,360.810,11.124,2.934,123.584,967.183,17.983,3.799,12.449,69.631,0.260,9.254,1.136
2007,05,16,2007-05-16,,,,66.425,249.560,11.993,2.577,188.989,965.161,21.427,5.671,15.752,59.004,0.284,13.925,1.430
2007,05,17,2007-05-17,,,,86.212,873.780,11.408,2.683,54.986,962.531,12.762,3.161,9.208,53.761,0.259,6.083,1.434
2007,05,18,2007-05-18,,,,64.912,0.000,14.594,1.115,228.150,967.763,32.699,12.884,27.428,57.179,0.429,12.667,2.700
2007,05,19,2007-05-19,,,,55.266,0.000,17.995,1.147,266.275,964.205,38.350,12.505,30.080,58.780,0.471,18.867,3.396
2007,05,20,2007-05-20,,,,50.753,5.690,20.630,1.801,249.374,962.782,22.869,3.344,14.641,88.642,0.317,16.345,2.318
2007,05,21,2007-05-21,,,,58.498,121.350,22.072,1.627,229.809,965.748,30.712,7.095,21.748,87.957,0.324,17.769,1.451
2007,05,22,2007-05-22,,,,64.990,0.220,21.173,1.481,217.356,968.853,34.282,10.940,26.700,79.478,0.384,18.105,1.384
2007,05,23,2007-05-23,,,,60.595,95.050,21.968,1.820,244.701,967.080,35.479,13.395,29.293,81.912,0.402,24.247,1.762
2007,05,24,2007-05-24,,,,56.306,6.750,23.141,1.335,265.177,964.495,33.858,8.984,24.909,90.740,0.352,31.397,1.667
2007,05,25,2007-05-25,,,,52.696,0.000,23.526,2.060,199.956,960.200,32.275,8.383,23.597,81.348,0.367,37.962,1.288
2007,05,26,2007-05-26,,,,45.490,0.610,23.022,1.840,182.820,954.297,21.240,4.859,15.002,83.817,0.283,35.345,1.317
2007,05,27,2007-05-27,,,,64.192,223.980,17.563,2.072,153.662,950.973,10.305,1.515,6.603,79.248,0.218,15.361,0.863
2007,05,28,2007-05-28,,,,82.112,1097.450,9.284,2.536,67.348,951.030,10.450,2.103,7.150,80.795,0.212,5.340,1.126
2007,05,29,2007-05-29,,,,80.255,855.040,9.142,3.280,55.498,958.690,20.218,4.050,13.820,51.913,0.257,7.072,1.185
2007,05,30,2007-05-30,,,,56.938,0.000,12.532,1.332,257.352,964.083,36.910,17.889,33.644,61.407,0.396,15.827,3.245
2007,05,31,2007-05-31,,,,56.989,34.210,16.043,1.471,215.141,961.840,52.061,20.255,43.463,54.417,0.457,22.130,3.863
2007,06,01,2007-06-01,,,,83.530,1146.410,12.372,2.500,59.542,965.032,21.816,4.305,14.859,65.318,0.263,9.830,1.465
2007,06,02,2007-06-02,,,,87.070,285.000,12.164,1.214,54.820,969.852,30.556,9.495,23.590,45.387,0.394,11.836,2.510
2007,06,03,2007-06-03,,,,76.357,0.000,16.129,1.442,135.564,969.148,25.959,6.047,18.423,50.191,0.376,24.518,2.299
2007,06,04,2007-06-04,,,,74.263,70.270,18.117,1.522,196.432,967.653,39.492,15.660,33.207,47.733,0.449,23.375,2.549
2007,06,05,2007-06-05,,,,67.801,0.000,19.734,1.838,218.887,964.959,39.164,21.249,37.516,56.826,0.445,22.567,2.063
2007,06,06,2007-06-06,,,,68.696,0.000,19.447,1.483,118.576,962.247,40.456,14.269,32.596,55.051,0.453,26.805,1.885
2007,06,07,2007-06-07,,,,68.434,66.300,21.033,1.268,203.470,962.215,36.208,11.486,28.143,61.537,0.429,29.953,1.587
2007,06,08,2007-06-08,,,,70.490,111.740,21.287,1.422,190.813,965.907,29.787,6.553,20.830,76.252,0.363,22.483,1.126
2007,06,09,2007-06-09,,,,68.094,9.090,21.901,1.651,221.153,966.544,23.142,4.951,16.070,77.314,0.338,20.330,1.560
2007,06,10,2007-06-10,,,,65.298,127.520,21.461,1.523,229.324,965.059,17.244,2.928,11.366,81.071,0.280,16.541,1.173
2007,06,11,2007-06-11,,,,76.712,204.000,19.341,1.783,130.109,964.373,26.365,8.705,20.765,65.713,0.298,17.389,1.389
2007,06,12,2007-06-12,,,,63.823,0.180,21.127,1.880,216.905,962.565,18.101,3.392,12.186,95.176,0.237,16.349,0.967
2007,06,13,2007-06-13,,,,61.450,0.000,22.046,1.520,207.500,960.007,24.978,5.813,17.724,81.872,0.309,17.353,1.058
2007,06,14,2007-06-14,,,,55.182,95.740,23.313,1.710,260.416,957.706,25.707,8.039,19.887,78.469,0.292,18.436,1.334
2007,06,15,2007-06-15,,,,80.436,421.840,16.960,2.264,62.596,959.044,24.955,5.033,17.086,61.659,0.260,12.292,0.995
2007,06,16,2007-06-16,,,,57.940,25.220,18.747,2.033,242.198,961.589,17.015,3.902,12.027,63.965,0.248,10.790,1.451
2007,06,17,2007-06-17,,,,54.959,139.380,20.938,1.451,261.392,960.237,21.028,4.237,14.395,71.978,0.293,16.746,1.669
2007,06,18,2007-06-18,,,,63.907,273.840,21.415,2.234,249.376,963.590,22.457,7.046,17.392,63.097,0.270,11.603,1.064
2007,06,19,2007-06-19,,,,57.624,167.170,23.941,1.722,283.324,963.780,33.851,9.494,25.314,77.343,0.354,15.732,1.311
2007,06,20,2007-06-20,,,,56.778,0.000,24.500,1.526,253.655,963.293,32.336,10.826,25.589,91.768,0.316,26.778,1.907
2007,06,21,2007-06-21,,,,70.406,,19.893,2.018,154.058,963.900,22.434,5.137,15.850,79.712,0.249,11.302,1.070
2007,06,22,2007-06-22,,,,68.545,,18.027,1.788,142.510,963.424,29.926,12.178,25.413,56.956,0.309,15.557,1.594
2007,06,23,2007-06-23,,,,55.346,,18.561,2.599,254.673,965.554,11.616,2.179,7.822,71.747,0.187,9.513,1.127
2007,06,24,2007-06-24,,,,53.617,,20.950,1.252,269.173,964.720,21.671,4.190,14.692,71.405,0.285,11.915,1.471
2007,06,25,2007-06-25,,,,70.136,,18.015,2.069,66.328,959.940,27.179,6.960,19.794,70.417,0.242,12.703,1.395
2007,06,26,2007-06-26,,,,64.881,,14.926,4.705,151.243,959.526,12.232,2.170,8.136,68.655,0.175,14.373,0.982
2007,06,27,2007-06-27,,,,75.430,,13.138,2.545,94.490,962.272,18.887,4.555,13.529,57.253,0.213,10.840,1.261
2007,06,28,2007-06-28,,,,56.755,,15.249,2.208,145.227,966.095,17.455,3.768,12.149,63.443,0.208,12.629,1.446
2007,06,29,2007-06-29,,,,54.716,0.000,17.780,1.778,223.570,967.275,27.104,9.258,21.595,67.704,0.283,15.379,1.950
2007,06,30,2007-06-30,,,,55.681,0.000,19.378,1.013,210.664,967.976,21.302,4.256,14.552,77.833,0.303,16.779,1.492
2007,07,01,2007-07-01,,,,67.657,267.560,20.263,1.837,193.257,963.193,25.157,3.922,16.298,73.305,0.336,20.814,1.695
2007,07,02,2007-07-02,,,,84.245,1012.830,16.197,1.614,80.790,962.812,30.097,10.007,23.762,55.222,0.288,11.213,1.079
2007,07,03,2007-07-03,,,,76.060,581.880,15.794,2.655,133.332,960.685,18.854,4.737,13.657,60.599,0.217,12.179,1.165
2007,07,04,2007-07-04,,,,70.643,417.910,14.117,4.182,179.421,961.785,12.466,2.925,8.865,64.580,0.176,7.770,0.907
2007,07,05,2007-07-05,,,,72.137,340.610,13.734,3.977,109.663,968.208,13.736,2.630,9.290,58.743,0.187,12.395,0.885
2007,07,06,2007-07-06,,,,61.595,11.710,17.465,3.580,127.227,966.913,15.033,4.963,11.840,53.432,0.193,13.565,1.166
2007,07,07,2007-07-07,,,,59.787,36.970,20.404,1.366,242.275,968.287,21.185,8.272,17.711,59.772,0.291,13.364,1.584
2007,07,08,2007-07-08,,,,75.805,380.670,19.171,1.615,136.352,967.597,28.213,10.155,22.896,45.330,0.379,18.855,1.690
2007,07,09,2007-07-09,,,,82.980,557.920,15.167,2.411,51.262,965.165,25.167,6.363,18.262,56.838,0.246,10.213,1.052
2007,07,10,2007-07-10,,,,78.217,500.210,12.309,2.048,128.451,965.832,18.603,5.854,14.422,52.392,0.217,7.605,1.176
2007,07,11,2007-07-11,,,,79.712,404.710,13.180,1.897,124.356,967.362,21.571,7.032,16.919,46.156,0.243,10.297,1.324
2007,07,12,2007-07-12,,,,66.661,145.620,16.536,1.380,180.399,970.262,30.543,10.599,24.469,47.235,0.317,24.714,2.208
2007,07,13,2007-07-13,,,,56.082,0.000,21.196,1.272,280.203,969.272,39.186,14.135,31.825,64.115,0.440,23.688,2.042
2007,07,14,2007-07-14,,,,54.604,0.000,23.867,1.045,277.164,968.954,34.686,7.630,24.256,77.825,0.440,23.436,2.163
2007,07,15,2007-07-15,,,,55.444,0.000,25.745,0.840,276.506,966.922,39.957,5.391,25.217,83.954,0.514,30.507,2.625
2007,07,16,2007-07-16,,,,37.675,0.000,27.150,1.200,274.080,965.272,45.225,13.484,34.461,87.902,0.413,22.947,2.160
2007,07,17,2007-07-17,,,,49.550,54.560,24.635,1.304,238.944,968.556,25.692,4.188,16.792,101.065,0.267,27.122,2.018
2007,07,18,2007-07-18,,,,61.394,111.380,23.677,1.402,206.820,969.178,32.839,7.551,23.226,88.684,0.347,27.633,1.811
2007,07,19,2007-07-19,,,,67.290,262.900,23.463,1.485,203.868,966.522,31.430,6.466,21.619,88.345,0.313,28.715,1.905
